operator,name,provincia,addr:city,addr:street,addr:housenumber,lon,lat,addr:postcode,chiusura,note1,note2
DARUMA CENTRO SRL,DARUMA SUSHI,RM,Roma,Via Dei Serpenti,1,12.4905821,41.8949696,00184,MAI,,
DARUMA EUR SRL,DARUMA SUSHI,RM,Roma,Viale America,9,12.4618252,41.8316706,00144,SABATO E DOMENICA,,
DARUMA GOLD SRL,DARUMA SUSHI,RM,Roma,Via Del Portico D'ottavia,14,12.4783778,41.8923774,00186,VENERDI' POMERIGGIO,,
DARUMA NORD SRL,DARUMA SUSHI,RM,Roma,Via Guidubaldo Del Monte,9,12.4779291,41.9284617,00197,DOMENICA,,
DARUMA NORD SRL,DARUMA SUSHI,RM,Roma,Via Flaminia,462,12.4846962,41.9529167,00191,MAI,,
DARUMA NORD SRL,DARUMA SUSHI,RM,Roma,Via Flaminia,464/B,12.4846962,41.9529167,00191,DOMENICA,,
DARUMA PARLAMENTO SRL,DARUMA SUSHI,RM,Roma,Piazza Del Parlamento,37,12.4792898,41.9023599,00186,MAI,,
DARUMA PRATI SRL,DARUMA SUSHI,RM,Roma,Via Pietro Cossa,51,12.4716518,41.906774,00193,SABATO E DOMENICA,,
DATA GROUP SRL,MONTANARI  CAFFETTERIA BAR,RM,Roma,Circonvallazione Ostiense,333/335,12.4934056,41.8673282,00154,MAI,,
DE ALBA SRLS,BAR RISTORANTE,RM,Roma,Via Leone Iv,87,12.4554369,41.9091204,00192,MAI,,
DE CAMPI MARCELLO E FIGLI SNC,CONAD ALIMENTARI,RM,Roma,Viale Trastevere,88/90,12.3944992,41.7826788,00153,MAI,,
DE CUPIS DANIELE,BAR GASTRONOMIA,RM,Roma,Via Celimontana,22/24,12.4964896,41.8885198,00184,DOMENICA,,
DE.MIL. SRL,IL FIENILE BAR,RM,Roma,Via Affile,53,12.6499738,41.9550411,00131,DOMENICA,,
DELICATI SAPORI SRL,DELICATI  SAPORI LUCARELLI GASTRONOMIA,RM,Roma,Via Nomentana,161/163,12.5133326,41.917478,00161,DOMENICA,,
DELIZIE ALIMENTARI SAS DI RACCOGLI SIMONA,DELIZIE ALIMENTARI,RM,Roma,Via Andrea Meldola,143,12.507107,41.823513,00143,DOMENICA,,
DELIZIE REGIONALI BAR CAFFE SAS,BAR CAFFE,RM,Roma,Via Canton,44105,12.437244842839458,41.80360335,00144,SABATO E DOMENICA,,
DEMENZ SRLS,GIANGUSTO,RM,Roma,Viale Eritrea,93/95,12.5158881,41.9269385,00199,MAI,,
DESA SRL,SUPERMERCATO IPERDEM,RM,Roma,Via Tuscolana,761,12.5559552,41.8606311,00174,MAI,,
DESA SRL,NEW SUPERMERCATO IPERDEM,RM,Roma,Via Delle Ciliegie,100,12.5752998,41.8830058,00172,MAI,,
DESA SRL,SUPERMERCATO DEM,RM,Roma,Via S Maria Ausiliatrice,63/A,,,00181,MAI,,
DI BI FOOD SRL,BURGER KING,RM,Roma,Lungotevere Degli Inventori,124/136,12.4686737,41.8611527,00146,MAI,,
DI CARLO PIETRO E C. SNC,DI CARLO ALIMENTARI,RM,Roma,Via Di Acqua Bullicante,52,12.5432671,41.8832486,00177,MAI,,
DI SAVERIO PASQUALINO,IL TAVOLINETTO,RM,Roma,Via Massimo D'Azeglio,46,11.8051105,42.0969552,00184,MAI,,
DI TOMMASO SARA,SALUMERIA NORCINERIA,RM,Roma,Via Dei Quintili,18,12.5465346,41.867103,00175,DOMENICA,,
DI TRONO CAFFE' SRL,ROTONDI CAFFE',RM,Roma,Viale B Vergine Del Carmelo,175,,,00144,DOMENICA,,
DI TTA INDIVIDUALE DI MARCO CATA',SUPERMERCATI DELLA CONVENIENZA,RM,Roma,Largo Primavera,18/24,,,00171,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via L'aquila,19,12.7400661,41.4588686,00176,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Dei Castani,186,12.5650615,41.8893207,00171,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Zara,24,12.5094202,41.9152886,00198,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Delle Provincie,168,12.5209455,41.9116299,00162,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Largo Forano,9,12.5112782,41.9351422,00199,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Circonvallazione Gianicolense,11,12.4472381,41.8740116,00152,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Delle Camelie,19/B,12.5663546,41.8778303,00172,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Prenestina,1530,12.6629431,41.8908702,00132,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Piazzale Delle Medaglie D'oro,58/59/60/61,12.4465154,41.9238575,00136,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Largo Chiaro Davanzati,SNC,12.6222651,41.9417875,00131,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Cristoforo Colombo,436/B,12.4881096,41.8526741,00145,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Dei Platani,56/B,12.5702159,41.8809592,00172,MAI,,
DICO SPA,TUODI SUPERMARKET,RM,Roma,Via Bernardino Alimena,13,12.5988187,41.8485925,00173,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Cornelio Magni,1,12.4975555,41.8656565,00147,MAI,,
DICO SPA,TUODI SUPERMECATO,RM,Roma,Viale Ippocrate,56,12.5183316,41.9076443,00161,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Circonvallazione Appia,33/A,12.5153411,41.875872,00179,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Scarperia,6,12.4560887,41.8445533,00146,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Giulio Agricola,40,12.5611484,41.8556268,00174,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Annunzio Cervi,7,12.5468501,41.9516326,00137,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Liberiana,16,12.4981388,41.8969857,00185,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Della Staz Prenestina,23-25-27,12.546185,41.896257,00177,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Delle Gardenie,177,12.5518895,41.536461,00172,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Igino Giordani,57/63/A,12.5618949,41.906345,00159,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Arrigo Davila,43/45,12.5283484,41.8682016,00179,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Ravenna,35,12.5186407,41.9130439,00161,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Piazza S. Leonardo Da Porto Maurizio,SNC,12.3656705,41.783313,00125,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Città Della Pieve,62,12.4739616,41.9448359,00191,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Piazzale Filippo Il Macedone,123,12.3537754,41.7503445,00124,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Buonarroti,37,12.5029308,41.8938352,00185,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Giuseppe Marcotti,38,12.5390803,41.9094592,00157,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Cassia,1778/D,12.3727745,42.0579159,00123,MAI,,
DICO SPA,TUODIS SUPERMERCATO,RM,Roma,Via Di Torre Spaccata,110,12.5875778,41.858814,00173,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Delle Sette Chiese,136,12.4900362,41.8604931,00145,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Marino Laziale,1,12.5318997,41.8712589,00179,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Trionfale,14119,12.4219925,41.9411335,00135,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Piazza Ledro,7/D,12.5106294,41.9231347,00199,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Della Paranzella,20,12.2718102,41.7345101,00121,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Annia,18,12.4959074,41.8875565,00184,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Eschilo,36,12.3726341,41.7599902,00125,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Di S Croce In Gerusalemme,101,,,00185,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Flavio Stilicone,252,12.5572513,41.8609856,00175,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Alessandria,160/166,12.5005346,41.9105957,00198,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Dei Prati Fiscali,90,12.5252645,41.9459563,00141,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Piazza Elio Callistio,15/16,12.5226787,41.9293752,00199,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Di Casal Dei Pazzi,35,12.56994857437255,41.92584615,00156,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Flaminia,320,12.4709519,41.923723,00196,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Asmara,50/A,12.5202401,41.9263642,00199,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Luigi Zambarelli,12,12.4465246,41.8775164,00152,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Ugo Ojetti,211-225,12.5523297,41.9447107,00137,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Di Macchia Saponara,83,12.3631628,41.7598034,00125,MAI,,
DICO SPA,TUODI'  SUPERMERCATO,RM,Roma,Viale Degli Eroi Di Cefalonia,135,12.4386022,41.7809847,00128,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Di Tor Bella Monaca,441,12.6385329,41.8668637,00133,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Lungotevere Michelangelo,8,12.4701714,41.9126517,00192,MAI,VIA FORNOVO,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Statilio Ottato,43/45,12.567881,41.8560705,00175,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Paolo Orlando,18,12.2883699,41.7300756,00122,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Sant' Agatone Papa,47,,,00165,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Casal Tidei,101,12.580236,41.9412252,00156,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Vasco De Gama,295,12.2722572,41.7353496,00121,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Amedeo Bocchi,224,12.3504183,41.7760065,00125,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Nicola Spedalieri,59,12.483665,41.8430766,00142,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Piazza R Balsamo Crivelli,43191,,,00159,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Etruria,32,12.5127238,41.8790316,00183,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Acqua Bullicante,45/A,12.5432671,41.8832486,00177,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Furio Camillo,56/56A/B/C,12.5246087,41.8757209,00181,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Gargano,21/A,12.5342262,41.936277,00141,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Della Marsica,15,12.525936,41.9165775,00162,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Montegiberto,31/A,,,00138,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Tagliamento,29,12.5042192,41.9208829,00198,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Raffaele Rossetti,5,12.4504157,41.9148131,00136,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Cassia,344,12.4265864,41.9746287,00189,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Di Tor Pignattara,128,12.5414541,41.8768353,00177,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Antonio Roiti,30,12.4675344,41.8618656,00146,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Duccio Di Buoninsegna,67/73,12.4900693,41.8297961,00142,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Carlo Santarelli,100,12.6073839,41.8627457,00133,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Viale Paolo Orlando,78/88,12.2883699,41.7300756,00122,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Cipro,10,12.4465457,41.9072904,00136,MAI,,
DICO SPA,TUODI SUPERMERCATO,RM,Roma,Via Ginori,32/34/36/38,12.4760259,41.8788611,00153,MAI,,
DICO SPA,TUODI' SUPERMERCATO,RM,Roma,Via Portuense,851,12.4216153,41.8497718,00148,MAI,,
DIESSE 2010 SRL,DEM SUPERMERCATO,RM,Roma,Via Casilina,769,12.5646576,41.8748036,00172,MAI,,
DIETRO LE QUINTE SNC,WINE BAR,RM,Roma,Via Tirso,85,12.5000975,41.9171761,00198,DOMENICA,,
DIFRA SUPERMERCATI SRL,CONAD,RM,Roma,Via Francesco D'ovidio,95,12.5490079,41.941751,00137,DOMENICA,,
DIPERDI SRL,CARREFOUR MARKET,RM,Roma,Via Vittorio Emanuele Orlando,92/93,12.4957243,41.9031408,00185,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS SUPERMERCATO,RM,Roma,Via Del Gesù,58/59,12.4787962,41.8972951,00186,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS SUPERMERCATO,RM,Roma,Via Po,106-108,12.4995156,41.9176565,00198,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Piazza Irnerio,SNC,12.430145,41.8981923,00165,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS SUPERMERCATO,RM,Roma,Via Del Viminale,35,12.4951875,41.9000481,00184,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS SUPERMERCATO,RM,Roma,Viale Somalia,74/82,12.5124388,41.9355515,00199,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Via Sebastiano Veniero,10/A,12.4550444,41.9079131,00192,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Viale Degli Astri,117/129,12.4472917,41.8119589,00144,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Via Dei Santissimi Quattro,SNC,,,00184,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Via Guglielmo Mengarini,82,12.4575184,41.8622624,00149,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Via Appiano,31,12.4382798,41.9135424,00136,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Corso Vittorio Emanuele Ii,290,12.4670919,41.8989216,00186,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Via Giovanni Nicotera,13/27,12.468457,41.9146276,00195,MAI,,
DIPERDI SRL,CARREFOUR EXPRESS MARKET,RM,Roma,Via Di Monte Del Gallo,23,12.4521353,41.8963761,00165,MAI,,
DISTRIBUZIONE LAZIO UMBRIA SRL,COOP SUPERMERCATO,RM,Roma,Viale Ettore Franceschini,SNC,12.5750517,41.9122267,00155,MAI,LARGO FRANCHELLUCCI,
DISTRIBUZIONE LAZIO UMBRIA SRL,COOP IPERMERCATO C/COMM EUROMA 2,RM,Roma,Via Cristoforo Colombo,SNC,12.4612872,41.8148799,00144,MAI,ANG VIA OCEANO,
DISTRIBUZIONE LAZIO UMBRIA SRL,COOP SUPERMERCATO,RM,Roma,Largo Agosta,26,12.5581714,41.891562,00171,MAI,,
DISTRIBUZIONE LAZIO UMBRIA SRL,COOP SUPERMERCATO,RM,Roma,Viale Gino Cervi,SNC,12.5323398,41.9629501,00139,MAI,ANG. VIA ANNA BETTINI,
DISTRIBUZIONE LAZIO UMBRIA SRL,COOP IPERMERCATO,RM,Roma,Via Casilina,1011,12.5923893,41.8672093,00169,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Donato Menichella,170,12.5891197,41.9464242,00156,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Viale Parioli,31,12.4890563,41.9253418,00197,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Toscana,"0,125",12.4908031,41.9098917,00187,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Corso Del Rinascimento,7,12.474008,41.8978642,00186,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via In Arcione,70,12.486135,41.9021792,00187,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Viale Leonardo Da Vinci,111,12.4809599,41.8557665,00145,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Vicolo Della Moretta,10,12.4679369,41.8973084,00186,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Tacito,90/A,12.4681732,41.9060253,00193,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Corso Vittorio Emanuele Ii,40,12.4776043,41.8957969,00186,MAI,,
DISTRIBUZIONE ROMA SRL,COOP,RM,Roma,Corso Trieste,27/B,12.5076679,41.9151535,00198,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Piazza S Giovanni Battista Salle,SNC,,,00165,MAI,,
DISTRIBUZIONE ROMA SRL,COOP TRAFORO,RM,Roma,Via Del Traforo,143,12.4860995,41.9024331,00187,MAI,,
DISTRIBUZIONE ROMA SRL,COOP COLLAZIA,RM,Roma,Via Collazia,4,12.507263,41.8782612,00183,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Pinerolo,17/19,12.5158894,41.8824937,00182,MAI,,
DISTRIBUZIONE ROMA SRL,COOP,RM,Roma,Via Nazionale,211,12.4923664,41.9003117,00184,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Cavour,60/64,12.4950416,41.8964541,00184,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Circonvallazione Appia,55,12.5153411,41.875872,00179,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Carlo Santarelli,91,12.6073839,41.8627457,00133,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Marsala,SNC,12.5041579,41.901252,00185,MAI,STAZIONE TERMINI,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Alberico Ii,3,12.4616107,41.9051181,00193,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Prospero Alpino,16/20,12.4871363,41.8693543,00154,MAI,,
DISTRIBUZIONE ROMA SRL,COOP,RM,Roma,Via Clelia,66,12.526141,41.8743078,00181,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Della Farnesina,42,12.4639454,41.938754,00135,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Simon Boccanegra,9,12.5251956,41.9147811,00162,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via La Spezia,84,12.5144548,41.8861993,00182,MAI,,
DISTRIBUZIONE ROMA SRL,COOP,RM,Roma,Via Venti Settembre,51/55,12.4956205,41.9052704,00187,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Dei Pettinari,70,12.4714489,41.8928529,00186,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Della Croce,48/49,12.4811328,41.9065249,00187,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Galeazzo Alessi,261,12.5351531,41.8807651,00176,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Pisino,101/107,12.561266,41.8996293,00177,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Andrea Busiri Vici,24,12.4576768,41.8827043,00152,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Goffredo Mameli,11,12.591341672234234,41.7797942,00153,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Giuseppe Ferrari,SNC,12.4641816,41.9146895,00195,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Giorgione,54,12.4931693,41.8504131,00147,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Andrea Doria,44/46,10.1805011,43.9552922,00192,MAI,,
DISTRIBUZIONE ROMA SRL,IN COOP SUPERMERCATO,RM,Roma,Via Di S Bartolomeo Vaccinari,SNC,,,00186,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Di Baccanello,315,12.3370977,42.0677421,00123,MAI,,
DISTRIBUZIONE ROMA SRL,COOP SUPERMERCATO,RM,Roma,Via Del Pozzetto,119/124,12.4821951,41.9025621,00187,MAI,,
DOLCE CAFFE SRLS,DOLCE CAFFE',RM,Roma,Via Tripolitania,103,12.5235371,41.9302882,00199,DOMENICA,,
DOLCE CALABRIA SAS DI MORELLO ALESSANDRA & C.,LA FOLLIA BAR,RM,Roma,Via Ostilia,24,12.4952402,41.8888602,00184,MAI,,
DOLCE VITA SRL,LA DOLCE VITA,RM,Roma,Via Bomcompagni,67,,,00187,DOMENICA,,
DON NINO CORSO ITALIA SRL,DON NINO,RM,Roma,Piazza Fiume,77-78-79,12.4981727,41.9105769,00198,MAI,,
DONATIELLO MARCO,L' INSALATONA,RM,Roma,Via Marche,15,12.4904417,41.9084253,00187,SABATO E DOMENICA,,
DONNINELLI AMEDEO,CRAI,RM,Roma,Via Pietro Giordani,2,12.4785322,41.8548507,00145,DOMENICA,,
DOPPIO GUSTO SRLS,DOPPIO GUSTO,RM,Roma,Via Ventiquattro Maggio,52,12.4867669,41.8980055,00187,SABATO E DOMENICA,,
DOPPIOZERO 2 SRL,VINILE RISTORANTE,RM,Roma,Piazza Della Libertà,19,12.6504175,41.7463166,00192,MAI,,
DREAM BAR SRL,DREAM BAR,RM,Roma,Via Val Pellice,19,12.5204467,41.9444557,00141,DOMENICA,,
DROGHERIA ALESSE DI ALESSE PAOLO,DROGHERIA ALESSE,RM,Roma,Piazza Pietro Thouar,39/40,12.420808989466487,41.943060700000004,00135,DOMENICA,,
DUBAI WORLD SRL,BAR TAVOLA CALDA,RM,Roma,Via Del Pescaccio,22,12.38027823104353,41.866111599999996,00166,DOMENICA,,
DUE P 2010 SRL,AL MERCATO SUPERMERCATO,RM,Roma,Via Massimo Troisi,15,12.3903941,41.7856254,00125,MAI,,
DUEFFE SRLS,DUEFFE SRLS,RM,Roma,Via Sicilia,245,12.4957061,41.9098926,00187,DOMENICA,,
DUEFFE SRLS,BAR CODE,RM,Roma,Via Sicilia,245,12.4957061,41.9098926,00187,DOMENICA,,
DURANTE GIUSEPPE,TAZZA D'ORO,RM,Roma,Via Marche,52,12.4904417,41.9084253,00187,SABATO E DOMENICA,,
DUSSMANN SERVICE SRL,ENI MATTEI MENSA,RM,Roma,Piazzale Enrico Mattei,1,12.471662476346204,41.8271836,00144,SABATO E DOMENICA,,
ECCELLENZE DEL BUONGUSTO SRL,ECCELLENZE DEL BUON GUSTO,RM,Roma,Via Fiume Bianco,42,12.4404153,41.8152642,00144,MAI,,
EDRALINA FELIPE,BAR FIVE,RM,Roma,Viale Imperatore Giustiniano,61,12.4887308,41.8535836,00145,MAI,,
EFFEPI LEONARDI SRL,BAR LEONARDI,RM,Roma,Via Dei Marrucini,44,12.5141143,41.899842,00185,MAI,,
ELISA IMPAVIDI,ELISA BISTRO',RM,Roma,Via Monteporzio,3,12.5422136,41.8632469,00178,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Viale Aventino,88/94 39,,,00153,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Renzo Da Ceri,71,12.5384788,41.8865124,00176,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Della Rustica,265,12.6023606,41.9113326,00155,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Roberto Fancelli,7,12.5758023,41.8659879,00169,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Carlo Sigonio,53,12.5210739,41.8742951,00179,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Di Tor Vergata,1,12.6256618,41.855845,00133,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Viale Eretum,19,12.5976349,41.9440672,00131,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Tiberina,73/A,12.496641,42.0018252,00188,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Cassia,1705/1707,12.3727745,42.0579159,00123,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Viale Manzoni,40/44,12.5096921,41.8931157,00185,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Claudio Asello,29,12.5582029,41.8631911,00175,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Edoardo D'Onofrio,140/142,12.5739963,41.9135622,00155,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Gabriello Chiabrera,89,12.4794471,41.8539248,00145,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Della Pineta Sacchetti,51,12.4235148,41.9104231,00167,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Amalia Bettini,56,12.5259455,41.9639355,00139,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Volusia,16,12.4274734,41.9762983,00189,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Di Baccanello,316/318/320,12.3877103,42.0637063,00123,MAI,,
EMME PIU' SRL,EMME PIU',RM,Roma,Via Della Fotografia,113,12.5151297,41.8353819,00142,MAI,,
ENRICO UGOLINELLI,AL PANINO,RM,Roma,Via Pietro Borsieri,5/A,12.4613179,41.9130953,00195,MAI,,
ERNESTI ENRICO,PASTA ALL'UOVO NORCINERIA,RM,Roma,Via Stefano Oberto,BOX15,,,00173,MAI,,
ESPERIA SNC,TRATTORIA ESPERIA,RM,Roma,Via Firenze,16/17,12.4944882,41.9016626,00184,DOMENICA,,
ESSEGI SNC DI RAVIOLI GIULIO & C.,VINO E RAVIOLI,RM,Roma,Viale B Vergine Del Carmelo,161,,,00144,DOMENICA,,
